Categories,VAS Eligible,Activities,1 oz.,2 oz.,3 oz.,4 oz.,5 oz.,6 oz.,7 oz.,8 oz.,9 oz.,10 oz.,11 oz.,12 oz.,13 oz.,14 oz.,15 oz.,15.99 oz.,1 lb.,2 lb.,3 lb.,4 lb.,5 lb.,6 lb.,7 lb.,8 lb.,9 lb.,10 lb.,11 lb.,12 lb.,13 lb.,14 lb.,15 lb.,16 lb.,17 lb.,18 lb.,19 lb.,20 lb.,21 lb.,22 lb.,23 lb.,24 lb.,25 lb.,26 lb.,27 lb.,28 lb.,29 lb.,30 lb.,31 lb.,32 lb.,33 lb.,34 lb.,35 lb.,36 lb.,37 lb.,38 lb.,39 lb.,40 lb.,41 lb.,42 lb.,43 lb.,44 lb.,45 lb.,46 lb.,47 lb.,48 lb.,49 lb.,50 lb.,51 lb.,52 lb.,53 lb.,54 lb.,55 lb.
"Clothing, Shoes & Accessories -> Clothing -> Womens -> Underwear, Intimates, Sleepwear & Socks",Y,"Steam, Fold, replace/clean packaging",,1.7876145833333335,1.7876145833333335,1.7876145833333335,1.7876145833333335,1.7876145833333335,1.7876145833333335,1.7876145833333335,2.0110664062500003,2.234518229166667,2.4579700520833336,2.6814218750000003,2.904873697916667,3.1283255208333336,3.3517773437500002,3.575229166666667,3.575229166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clothing, Shoes & Accessories -> Shoes -> Babies",Y,"Detailed Inspect for Damage, clean product, replace/clean packaging",,1.7876145833333335,1.7876145833333335,1.7876145833333335,1.7876145833333335,1.7876145833333335,1.7876145833333335,1.7876145833333335,2.0110664062500003,2.234518229166667,2.4579700520833336,2.6814218750000003,2.904873697916667,3.1283255208333336,3.3517773437500002,3.575229166666667,3.575229166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clothing, Shoes & Accessories -> Shoes -> Boys",Y,"Detailed Inspect for Damage, clean product, replace/clean packaging",,1.7876145833333335,1.7876145833333335,1.7876145833333335,1.7876145833333335,1.7876145833333335,1.7876145833333335,1.7876145833333335,2.0110664062500003,2.234518229166667,2.4579700520833336,2.6814218750000003,2.904873697916667,3.1283255208333336,3.3517773437500002,3.575229166666667,3.575229166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clothing, Shoes & Accessories -> Shoes -> Girls",Y,"Detailed Inspect for Damage, clean product, replace/clean packaging",,1.7876145833333335,1.7876145833333335,1.7876145833333335,1.7876145833333335,1.7876145833333335,1.7876145833333335,1.7876145833333335,2.0110664062500003,2.234518229166667,2.4579700520833336,2.6814218750000003,2.904873697916667,3.1283255208333336,3.3517773437500002,3.575229166666667,3.575229166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clothing, Shoes & Accessories -> Shoes -> Mens",Y,"Detailed Inspect for Damage, clean product, replace/clean packaging",,,,,,,,1.7876145833333335,2.0110664062500003,2.234518229166667,2.4579700520833336,2.6814218750000003,2.904873697916667,3.1283255208333336,3.3517773437500002,3.575229166666667,3.575229166666667,3.575229166666667,3.9923392361111114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clothing, Shoes & Accessories -> Shoes -> Womens",Y,"Detailed Inspect for Damage, clean product, replace/clean packaging",,,,,,,,1.7876145833333335,2.0110664062500003,2.234518229166667,2.4579700520833336,2.6814218750000003,2.904873697916667,3.1283255208333336,3.3517773437500002,3.575229166666667,3.575229166666667,3.575229166666667,3.9923392361111114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics,,,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,2.2350351562500004,2.483372395833334,2.7317096354166672,2.980046875,3.2283841145833336,3.476721354166667,3.7250585937500005,3.973395833333334,3.973395833333334,3.973395833333334,4.436958680555556,4.900521527777778,5.364084375,6.16869703125,6.9733096875,7.777922343749999,8.582535,9.387147656249999,10.09118373046875,10.7952198046875,11.49925587890625,12.203291953125001,12.907328027343752,13.6113641015625,14.31540017578125,15.01943625,15.72347232421875,16.4275083984375,16.430550529622394,16.433695230747624,16.43694974683278,16.44032212193666,16.44382132140342,16.447457378449325,16.451241571152657,16.45518663774869,16.459307040637878,16.46361929297376,16.468142366534952,16.47289820645485,16.47791238829632,16.483214967524752,16.48884159326159,16.49483499163905,16.501246976569856,16.508141230452722,16.515597238355674,16.523716002516668,16.532628601395626,16.542509482621924,16.553598027109214,16.566235447651874,16.580932299690375,16.59850320279418,16.620369215545583,16.649361928749297,16.69252885729705,20.534385498046877,26.69470114746094,32.855016796875,39.01533244628906,45.175648095703124,51.33596374511718
Electronics -> Batteries,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameras,,,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,1.986697916666667,2.2350351562500004,2.483372395833334,2.7317096354166672,2.980046875,3.2283841145833336,3.476721354166667,3.7250585937500005,3.973395833333334,3.973395833333334,3.973395833333334,4.436958680555556,4.900521527777778,5.364084375,6.16869703125,6.9733096875,7.777922343749999,8.582535,9.387147656249999,10.09118373046875,10.7952198046875,11.49925587890625,12.203291953125001,12.907328027343752,13.6113641015625,14.31540017578125,15.01943625,15.72347232421875,16.4275083984375,16.43042107723155,16.433432056263698,16.43654828228329,16.439777468426524,16.44312821149495,16.44661013258989,16.45023404692097,16.45401217037252,16.457958372817078,16.46208849148499,16.466420722343035,16.470976114029153,16.475779198407423,16.4808588057912,16.48624913383941,16.49199117123545,16.498134627659176,16.504740602897126,16.51188536334952,16.519665827826692,16.52820778457184,16.537678653870834,16.548308193350024,16.560423929838464,16.574515992137076,16.591366500672862,16.612340005978044,16.64015593145371,16.681583905566402,20.534385498046877,26.69470114746094,32.855016796875,39.01533244628906,45.175648095703124,51.33596374511718
Electronics -> Cameras -> Accessories,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Cameras -> Camcorders -> Action Camcorders,Y,"Detailed Inspect for Damage, test functionality, clean product, replace/clean packaging",,,,,,1.986697916666667,1.986697916666667,1.986697916666667,2.2350351562500004,2.483372395833334,2.7317096354166672,2.980046875,3.2283841145833336,3.476721354166667,3.7250585937500005,3.973395833333334,3.973395833333334,3.973395833333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Cameras -> Camcorders -> Digital Camcorders,Y,"Detailed Inspect for Damage, test functionality, clean product, replace/clean packaging",,,,,,1.986697916666667,1.986697916666667,1.986697916666667,2.2350351562500004,2.483372395833334,2.7317096354166672,2.980046875,3.2283841145833336,3.476721354166667,3.7250585937500005,3.973395833333334,3.973395833333334,3.973395833333334,4.436958680555556,4.900521527777778,5.364084375,6.16869703125,6.9733096875,7.777922343749999,8.582535,9.387147656249999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Cameras -> DSLR,Y,"Detailed Inspect for Damage, test functionality, clean product, replace/clean packaging",,,,,,1.986697916666667,1.986697916666667,1.986697916666667,2.2350351562500004,2.483372395833334,2.7317096354166672,2.980046875,3.2283841145833336,3.476721354166667,3.7250585937500005,3.973395833333334,3.973395833333334,3.973395833333334,4.436958680555556,4.900521527777778,5.364084375,6.16869703125,6.9733096875,7.777922343749999,8.582535,9.387147656249999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Cameras -> Lenses,Y,"Detailed Inspect for Damage, test functionality, clean product, replace/clean packaging",,,,,,1.986697916666667,1.986697916666667,1.986697916666667,2.2350351562500004,2.483372395833334,2.7317096354166672,2.980046875,3.2283841145833336,3.476721354166667,3.7250585937500005,3.973395833333334,3.973395833333334,3.973395833333334,4.436958680555556,4.900521527777778,5.364084375,6.16869703125,6.9733096875,7.777922343749999,8.582535,9.387147656249999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics -> Cameras -> Point & Shoot,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
